props	n	id	perc
P4663	1	DACS ID (former)	3.322259136212625e-4
P4749	1	Dictionnaire des auteurs luxembourgeois ID	3.322259136212625e-4
P4789	1	Who's Who UK ID	3.322259136212625e-4
P4862	1	Amazon author ID	3.322259136212625e-4
P488	1	chairperson	3.322259136212625e-4
P4891	1	Patrons de France ID	3.322259136212625e-4
P4985	1	TMDB person ID	3.322259136212625e-4
P4991	1	Biographical Dictionary of Georgia ID	3.322259136212625e-4
P4992	1	DBA ID	3.322259136212625e-4
P50	1	author	3.322259136212625e-4
P5002	1	Orthodox Encyclopedia ID	3.322259136212625e-4
P5029	1	Researchmap ID	3.322259136212625e-4
P5212	1	Armenian National Academy of Sciences ID	3.322259136212625e-4
P5239	1	Artists in Canada record number	3.322259136212625e-4
P5259	1	Swedish Gravestone ID	3.322259136212625e-4
P5297	1	Companies House officer ID	3.322259136212625e-4
P5324	1	Swedish National Archive reference code	3.322259136212625e-4
P5329	1	ARMB member ID	3.322259136212625e-4
P5369	1	Encyclopædia Universalis author ID	3.322259136212625e-4
P5372	1	Dictionnaire critique des historiens de l'art ID	3.322259136212625e-4
P5390	1	Classiques des sciences sociales ID	3.322259136212625e-4
P5463	1	AE member ID	3.322259136212625e-4
P5469	1	Mormon Literature and Creative Arts Database artist ID	3.322259136212625e-4
P5489	1	artist-info artist ID	3.322259136212625e-4
P5492	1	EDIT16 catalogue author ID	3.322259136212625e-4
P5541	1	Paris Faculty of Science professor ID	3.322259136212625e-4
P5570	1	NooSFere author ID	3.322259136212625e-4
P5597	1	Artcyclopedia artist ID	3.322259136212625e-4
P5875	1	ResearchGate publication ID	3.322259136212625e-4
P5878	1	Taxonomic Literature 2 number	3.322259136212625e-4
P598	1	commander of (DEPRECATED)	3.322259136212625e-4
P61	1	discoverer or inventor	3.322259136212625e-4
P6100	1	YÖK Academic Profile ID	3.322259136212625e-4
P6174	1	The World Academy of Sciences fellow ID	3.322259136212625e-4
P6216	1	copyright status	3.322259136212625e-4
P6284	1	NCpedia ID	3.322259136212625e-4
P6329	1	Share-VDE 1.0 author ID	3.322259136212625e-4
P6342	1	Dictionnaire des Wallons ID	3.322259136212625e-4
P6362	1	Litchfield Ledger ID	3.322259136212625e-4
P6482	1	Image Archive, Herder Institute	3.322259136212625e-4
P6520	1	Lokalhistoriewiki.no ID	3.322259136212625e-4
P6553	1	personal pronoun	3.322259136212625e-4
P6645	1	Stedelijk Museum Amsterdam ID	3.322259136212625e-4
P6752	1	RGALI ID	3.322259136212625e-4
P6764	1	V&A person ID	3.322259136212625e-4
P6770	1	Swiss National Sound Archives ID	3.322259136212625e-4
P6817	1	SVT Play ID	3.322259136212625e-4
P6868	1	Hoopla artist ID	3.322259136212625e-4
P6873	1	IntraText author ID	3.322259136212625e-4
P6925	1	Musicalics composer ID	3.322259136212625e-4
P7068	1	Gotlands museum entity ID	3.322259136212625e-4
P708	1	diocese	3.322259136212625e-4
P710	1	participant	3.322259136212625e-4
P7278	1	Peakbagger climber ID	3.322259136212625e-4
P7332	1	NMM artist ID	3.322259136212625e-4
P7389	1	Three Decks people ID	3.322259136212625e-4
P7445	1	Basis Wien person ID	3.322259136212625e-4
P7480	1	Brazilian federal deputy ID	3.322259136212625e-4
P7509	1	Estonian biographical database ID	3.322259136212625e-4
P7558	1	Inguma author ID	3.322259136212625e-4
P7613	1	Biblioteche dei filosofi ID	3.322259136212625e-4
P7619	1	The Cardinals of the Holy Roman Church ID	3.322259136212625e-4
P7646	1	IISG ID	3.322259136212625e-4
P7682	1	National Library of New Zealand ID	3.322259136212625e-4
P7686	1	Encyclopedia of the Great Plains ID	3.322259136212625e-4
P7709	1	ScienceOpen author ID	3.322259136212625e-4
P7711	1	Joconde author ID	3.322259136212625e-4
P7744	1	Mille Anni di Scienza in Italia ID	3.322259136212625e-4
P7775	1	RationalWiki ID	3.322259136212625e-4
P7779	1	military unit	3.322259136212625e-4
P7827	1	Spanish Vikidia ID	3.322259136212625e-4
P7829	1	English Vikidia ID	3.322259136212625e-4
P7836	1	Livelib.ru person ID	3.322259136212625e-4
P7893	1	CIÊNCIAVITAE ID	3.322259136212625e-4
P7928	1	BioLexSOE ID	3.322259136212625e-4
P8017	1	generational suffix	3.322259136212625e-4
P8024	1	Nobel Laureate API ID	3.322259136212625e-4
P8044	1	Frankfurter Personenlexikon ID	3.322259136212625e-4
P8079	1	elibrary.ru person ID	3.322259136212625e-4
P8130	1	Internetowy Polski Słownik Biograficzny ID	3.322259136212625e-4
P8441	1	Cistercian Biography Online ID	3.322259136212625e-4
P8482	1	Český hudební slovník osob a institucí ID	3.322259136212625e-4
P8509	1	Dizionario Biografico dei Protestanti in Italia ID	3.322259136212625e-4
P8544	1	Frauen in Bewegung 1848–1938 ID	3.322259136212625e-4
P8590	1	Jewish Encyclopedia ID	3.322259136212625e-4
P860	1	e-archiv.li ID	3.322259136212625e-4
P8643	1	Dostoyevsky and His Entourage ID	3.322259136212625e-4
P865	1	BMLO ID	3.322259136212625e-4
P8686	1	Biographical Dictionary of Fourierism ID	3.322259136212625e-4
P8687	1	social media followers	3.322259136212625e-4
P8705	1	Artist ID of the Department of Prints and Drawings of the Louvre	3.322259136212625e-4
P8713	1	Stadtwiki Dresden article	3.322259136212625e-4
P8749	1	Dictionary of Portuguese Historians ID	3.322259136212625e-4
P8783	1	AAGM person or institution ID	3.322259136212625e-4
P8805	1	LIMIS person ID	3.322259136212625e-4
P8821	1	Memorial Book University of Vienna ID	3.322259136212625e-4
P8848	1	CONOR.AL ID	3.322259136212625e-4
P8941	1	The Galileo Project ID	3.322259136212625e-4
P8951	1	Order of Canada recipient ID	3.322259136212625e-4
P8974	1	SAPA ID	3.322259136212625e-4
P8990	1	World Rowing UUID	3.322259136212625e-4
P9036	1	I professori dell'Università di Pavia (1859-1961) ID	3.322259136212625e-4
P9049	1	ICCD agent ID	3.322259136212625e-4
P9117	1	BVFE author ID	3.322259136212625e-4
P9123	1	Catalan Vikidia ID	3.322259136212625e-4
P9152	1	CollectieGelderland creator ID	3.322259136212625e-4
P9169	1	Tree of Life contributor ID	3.322259136212625e-4
P9178	1	Biblioteca Franco Serantini ID	3.322259136212625e-4
P9212	1	Dizionario biografico online degli anarchici italiani ID	3.322259136212625e-4
P9244	1	Women Australia ID	3.322259136212625e-4
P9300	1	Terezín Memorial Database ID	3.322259136212625e-4
P9304	1	Encyclopedia of Melbourne ID	3.322259136212625e-4
P9331	1	Storiaememoriadibologna ID	3.322259136212625e-4
P9415	1	ÖCV Biolex ID	3.322259136212625e-4
P9419	1	personal library at	3.322259136212625e-4
P9434	1	Proveana ID	3.322259136212625e-4
P948	1	page banner	3.322259136212625e-4
P9482	1	Catalogue of the General State Archives ID	3.322259136212625e-4
P9545	1	Encyclopedia of China (Second Edition) ID	3.322259136212625e-4
P9579	1	vedidk ID	3.322259136212625e-4
P9625	1	Dizionario Biografico dell'Educazione (1800–2000) ID	3.322259136212625e-4
P9629	1	Armeniapedia ID	3.322259136212625e-4
P9674	1	Burke Herbarium Image Collection contributor ID	3.322259136212625e-4
P972	1	catalog	3.322259136212625e-4
P9765	1	Great Ukrainian Encyclopedia Online ID	3.322259136212625e-4
P9844	1	IRIS UNIPV author ID	3.322259136212625e-4
P9885	1	Bing entity ID	3.322259136212625e-4
P9913	1	FLORE author ID	3.322259136212625e-4
P9944	1	Database of Czech Amateur Theater person ID	3.322259136212625e-4
P9956	1	IRIS Sapienza author ID	3.322259136212625e-4
