snak	n	cum	cump
Q512345	1	26654	0.9968211227046636
Q516463	1	26655	0.9968585212610793
Q516590	1	26656	0.996895919817495
Q52769526	1	26657	0.9969333183739107
Q5287556	1	26658	0.9969707169303265
Q5352191	1	26659	0.9970081154867422
Q53751363	1	26660	0.9970455140431579
Q53754070	1	26661	0.9970829125995737
Q54475348	1	26662	0.9971203111559894
Q5468707	1	26663	0.9971577097124051
Q5482740	1	26664	0.9971951082688209
Q55235315	1	26665	0.9972325068252366
Q559597	1	26666	0.9972699053816523
Q561457	1	26667	0.997307303938068
Q56447380	1	26668	0.9973447024944837
Q5716684	1	26669	0.9973821010508994
Q57774874	1	26670	0.9974194996073151
Q578109	1	26671	0.9974568981637308
Q57972483	1	26672	0.9974942967201466
Q587524	1	26673	0.9975316952765624
Q58968	1	26674	0.9975690938329781
Q59212140	1	26675	0.9976064923893938
Q59294814	1	26676	0.9976438909458095
Q592996	1	26677	0.9976812895022252
Q59924426	1	26678	0.997718688058641
Q6005272	1	26679	0.9977560866150567
Q600751	1	26680	0.9977934851714724
Q60462032	1	26681	0.9978308837278881
Q60620926	1	26682	0.9978682822843038
Q613097	1	26683	0.9979056808407195
Q61820542	1	26684	0.9979430793971352
Q61996187	1	26685	0.997980477953551
Q620573	1	26686	0.9980178765099668
Q62554577	1	26687	0.9980552750663825
Q627325	1	26688	0.9980926736227982
Q63759080	1	26689	0.9981300721792139
Q64213888	1	26690	0.9981674707356296
Q64416359	1	26691	0.9982048692920453
Q64733534	1	26692	0.998242267848461
Q6491450	1	26693	0.9982796664048768
Q651327	1	26694	0.9983170649612925
Q662729	1	26695	0.9983544635177082
Q66495020	1	26696	0.9983918620741239
Q6731168	1	26697	0.9984292606305397
Q6827278	1	26698	0.9984666591869554
Q683754	1	26699	0.9985040577433711
Q69319917	1	26700	0.9985414562997869
Q7019111	1	26701	0.9985788548562026
Q71049973	1	26702	0.9986162534126183
Q71102034	1	26703	0.998653651969034
Q71133019	1	26704	0.9986910505254497
Q713200	1	26705	0.9987284490818654
Q7156771	1	26706	0.9987658476382811
Q7201517	1	26707	0.9988032461946968
Q720362	1	26708	0.9988406447511126
Q7309424	1	26709	0.9988780433075284
Q7313543	1	26710	0.9989154418639441
Q733786	1	26711	0.9989528404203598
Q73486245	1	26712	0.9989902389767755
Q742628	1	26713	0.9990276375331912
Q752129	1	26714	0.999065036089607
Q755070	1	26715	0.9991024346460227
Q7643464	1	26716	0.9991398332024384
Q8011071	1	26717	0.9991772317588541
Q80687	1	26718	0.9992146303152698
Q811620	1	26719	0.9992520288716855
Q819677	1	26720	0.9992894274281012
Q820998	1	26721	0.999326825984517
Q82594	1	26722	0.9993642245409328
Q829020	1	26723	0.9994016230973485
Q829064	1	26724	0.9994390216537642
Q8359428	1	26725	0.9994764202101799
Q838811	1	26726	0.9995138187665956
Q842811	1	26727	0.9995512173230113
Q8473	1	26728	0.999588615879427
Q87841411	1	26729	0.9996260144358428
Q88106941	1	26730	0.9996634129922585
Q881836	1	26731	0.9997008115486742
Q883231	1	26732	0.9997382101050899
Q899758	1	26733	0.9997756086615057
Q93469866	1	26734	0.9998130072179214
Q937857	1	26735	0.9998504057743371
Q97093762	1	26736	0.9998878043307529
Q97578346	1	26737	0.9999252028871686
Q98833890	1	26738	0.9999626014435843
Q998550	1	26739	1
