props	n	id	perc
P31	11303	instance of	1
P6944	11289	Bionomia ID	0.9987613907812085
P21	11155	sex or gender	0.986906131115633
P106	11089	occupation	0.9810669733699018
P569	10788	date of birth	0.9544368751658852
P570	10603	date of death	0.9380695390604264
P735	10405	given name	0.9205520658232328
P27	9020	country of citizenship	0.7980182252499336
P734	7607	family name	0.6730071662390515
P214	7099	VIAF ID	0.6280633460143324
P19	7023	place of birth	0.6213394673980359
P7859	6506	WorldCat Identities ID (superseded)	0.575599398389808
P6264	6151	Harvard Index of Botanists ID	0.5441918074847386
P213	5870	ISNI	0.5193311510218526
P20	5752	place of death	0.5088914447491817
P428	4912	botanist author abbreviation	0.4345748916216934
P586	4912	IPNI author ID	0.4345748916216934
P244	4759	Library of Congress authority ID	0.42103866230204373
P227	4669	GND ID	0.41307617446695566
P269	4347	IdRef ID	0.38458816243475186
P1006	4195	Nationale Thesaurus voor Auteursnamen ID	0.37114040520215874
P1412	4182	languages spoken, written or signed	0.3699902680704238
P69	3938	educated at	0.3484030788286296
P4081	3933	BHL creator ID	0.3479607183933469
P108	3700	employer	0.32734672210917454
P646	3559	Freebase ID	0.3148721578342033
P1207	3223	NUKAT ID	0.285145536583208
P18	2976	image	0.2632929310802442
P101	2612	field of work	0.23108909139166592
P373	2550	Commons category	0.22560382199416085
P648	2463	Open Library ID	0.2179067504202424
P2671	2450	Google Knowledge Graph ID	0.21675661328850748
P463	2348	member of	0.20773246040874105
P3368	2306	Prabook ID	0.20401663275236662
P2163	2136	FAST ID	0.1889763779527559
P8189	2102	National Library of Israel J9U ID	0.18596832699283375
P7902	2074	Deutsche Biographie (GND) ID	0.18349110855525083
P268	2030	Bibliothèque nationale de France ID	0.17959833672476333
P1343	2027	described by source	0.17933292046359373
P166	1884	award received	0.16668141201450942
P691	1818	NL CR AUT ID	0.1608422542687782
P5370	1755	Entomologists of the World ID	0.15526851278421658
P3065	1668	RERO ID (obsolete)	0.14757144121029814
P1015	1576	NORAF ID	0.13943200920109705
P8914	1536	ZOBODAT person ID	0.13589312571883572
P2600	1477	Geni.com profile ID	0.13067327258250022
P3430	1454	SNAC ARK ID	0.12863841458019995
P1559	1453	name in native language	0.12854994249314342
P26	1312	spouse	0.11607537821817217
P551	1290	residence	0.11412899230292843
P10168	1271	Zürich Herbaria collector ID	0.11244802264885428
P1315	1242	NLA Trove people ID	0.1098823321242148
P271	1211	CiNii Books author ID	0.10713969742546227
P119	1202	place of burial	0.10634344864195347
P11496	1159	CiNii Research ID	0.10253914889852252
P1871	1153	CERL Thesaurus ID	0.10200831637618331
P3987	1139	SHARE Catalogue author ID	0.10076970715739185
P11146	1120	collection items at	0.0990887375033177
P22	1016	father	0.0898876404494382
P535	1007	Find a Grave memorial ID	0.0890913916659294
P7763	980	copyright status as a creator	0.08670264531540299
P409	973	Libraries Australia ID	0.08608334070600726
P7293	926	PLWABN ID	0.08192515261435017
P6821	887	Uppsala University Alvin ID	0.07847474121914536
P40	864	child	0.07643988321684508
P3373	830	sibling	0.07343183225692294
P3342	819	significant person	0.07245863929930108
P937	815	work location	0.07210475095107494
P835	784	author citation (zoology)	0.06936211625232239
P2889	776	FamilySearch person ID	0.06865433955587012
P906	764	SELIBR ID	0.06759267451119172
P485	754	archives at	0.06670795364062639
P2949	750	WikiTree person ID	0.06635406529240025
P2006	747	ZooBank author ID	0.06608864903123064
P5587	743	Libris-URI	0.06573476068300452
P103	709	native language	0.06272670972308236
P8179	709	Canadiana Name Authority ID	0.06272670972308236
P39	676	position held	0.05980713085021676
P512	651	academic degree	0.05759532867380342
P496	647	ORCID iD	0.05724144032557728
P3762	634	openMLOL author ID	0.05609130319384234
P11249	620	KBR person ID	0.054852693975050874
P8947	577	Museo Galileo authority ID	0.05104839423161992
P3029	554	UK National Archives ID	0.04901353622931965
P2349	545	Stuttgart Database of Scientific Illustrators ID	0.048217287445810844
P950	545	Biblioteca Nacional de España ID	0.048217287445810844
P1280	537	CONOR.SI ID	0.04750951074935858
P4342	520	Store norske leksikon ID	0.0460054852693975
P6886	493	writing language	0.0436167389188711
P8034	481	Vatican Library VcBA ID	0.04255507387419269
P1477	468	birth name	0.04140493674245775
P949	466	National Library of Israel ID (old)	0.04122799256834469
P3544	457	Te Papa agent ID	0.04043174378483588
P3222	452	NE.se ID	0.039989383349553216
P1472	446	Commons Creator page	0.039458550827214015
P3348	445	National Library of Greece ID	0.03937007874015748
P10297	433	Google Arts & Culture entity ID	0.03830841369547908
P3413	429	Leopoldina member ID (superseded)	0.037954525347252945
P6379	416	has works in the collection	0.03680438821551801
P1005	406	Portuguese National Library author ID	0.035919667344952666
P6683	397	Alexander Turnbull Library ID	0.03512341856144387
P4228	390	Encyclopedia of Australian Science ID	0.03450411395204813
P509	380	cause of death	0.03361939308148279
P25	378	mother	0.03344244890736973
P1417	376	Encyclopædia Britannica Online ID	0.03326550473325666
P1415	368	Oxford Dictionary of National Biography ID	0.03255772803680439
P3154	366	Runeberg author ID	0.03238078386269132
P10227	356	National Library of Ireland ID	0.031496062992125984
P1695	354	NLP ID (old)	0.031319118818012914
P8826	344	edition humboldt digital ID	0.03043439794744758
P5008	341	on focus list of Wikimedia project	0.03016898168627798
P2383	340	CTHS person ID	0.030080509599221445
P910	324	topic's main category	0.028664956206316906
P1153	319	Scopus author ID	0.02822259577103424
P184	312	doctoral advisor	0.027603291161638503
P1889	311	different from	0.02751481907458197
P9918	303	Kallías ID	0.0268070423781297
P9984	303	CANTIC ID	0.0268070423781297
P11686	299	University of Barcelona authority ID	0.026453154029903565
P2734	299	Unz Review author ID	0.026453154029903565
P1196	298	manner of death	0.02636468194284703
P935	294	Commons gallery	0.0260107935946209
P185	277	doctoral student	0.024506768114659825
P109	276	signature	0.02441829602760329
P4629	275	Online Books Page author ID	0.02432982394054676
P6194	273	Austrian Biographical Encylopedia ID	0.02415287976643369
P8313	273	Den Store Danske ID	0.02415287976643369
P1938	270	Project Gutenberg author ID	0.02388746350526409
P9160	270	Biographical Dictionary of the Czech Lands ID	0.02388746350526409
P1017	269	Vatican Library ID (former scheme)	0.023798991418207554
P7699	269	National Library of Lithuania ID	0.023798991418207554
P1442	267	image of grave	0.023622047244094488
P349	266	NDL Authority ID	0.023533575157037953
P2381	251	Academic Tree ID	0.02220649385118995
P396	250	SBN author ID	0.022118021764133414
P9738	250	IFPNI author ID	0.022118021764133414
P973	248	described at URL	0.02194107759002035
P4823	240	American National Biography ID	0.02123330089356808
P140	237	religion or worldview	0.02096788463239848
P5375	234	BIU Santé person ID	0.020702468371228876
P1273	233	CANTIC ID (former scheme)	0.020613996284172344
P3807	231	S2A3 Biographical Database ID	0.020437052110059275
P4574	224	Norwegian historical register of persons ID	0.019817747500663542
P2732	222	Persée author ID	0.019640803326550473
P2038	221	ResearchGate profile ID	0.01955233123949394
P1296	220	Gran Enciclopèdia Catalana ID	0.019463859152437406
P1038	217	relative	0.019198442891267806
P6178	214	Dimensions author ID	0.018933026630098205
P1580	211	University of Barcelona authority ID (former scheme)	0.018667610368928604
P10553	210	IxTheo authority ID	0.01857913828187207
P5019	210	Brockhaus Enzyklopädie online ID	0.01857913828187207
P800	208	notable work	0.018402194107759003
P9159	207	People Australia ID	0.01831372202070247
P1816	205	National Portrait Gallery (London) person ID	0.018136777846589403
P1711	203	British Museum person or institution ID	0.017959833672476333
P1416	197	affiliation	0.01742900115013713
P1449	196	nickname	0.017340529063080597
P7369	195	National Library of Chile ID	0.017252056976024065
P1907	194	Australian Dictionary of Biography ID	0.01716358488896753
P5080	191	Norsk biografisk leksikon ID	0.01689816862779793
P1066	187	student of	0.016544280279571794
P1344	186	participant in	0.016455808192515263
P5361	185	BNB person ID	0.016367336105458728
P7305	181	Online PWN Encyclopedia ID	0.016013447757232593
P8219	180	ASUT ID	0.015924975670176058
P802	179	student	0.015836503583119527
P3217	177	Dictionary of Swedish National Biography ID	0.015659559409006457
P4432	176	AKL Online artist ID	0.015571087321949924
P8902	176	Archives at Yale names ID	0.015571087321949924
P4638	174	The Peerage person ID	0.015394143147836858
P9037	173	BHCL UUID	0.015305671060780323
P7847	172	DigitaltMuseum ID	0.01521719897372379
P9044	169	GEPRIS Historisch person ID	0.01495178271255419
P10299	167	Leopoldina member ID (new)	0.014774838538441122
P2924	166	Great Russian Encyclopedia Online ID (old version)	0.014686366451384589
P1053	163	ResearcherID	0.014420950190214988
P1368	162	National Library of Latvia ID	0.014332478103158453
P1375	161	NSK ID	0.01424400601610192
P7982	157	Hrvatska enciklopedija ID	0.013890117667875785
P607	152	conflict	0.013447757232593116
P102	150	member of political party	0.01327081305848005
P650	147	RKDartists ID	0.01300539679731045
P1960	146	Google Scholar author ID	0.012916924710253914
P245	146	Union List of Artist Names ID	0.012916924710253914
P6594	145	Guggenheim fellows ID	0.012828452623197381
P6706	138	De Agostini ID	0.012209148013801645
P4819	134	Swedish Portrait Archive ID	0.011855259665575511
P6844	131	abART person ID	0.01158984340440591
P1248	130	KulturNav-ID	0.011501371317349376
P3782	130	Artnet artist ID	0.011501371317349376
P6605	129	Plant Illustrations artist ID	0.011412899230292843
P9097	129	American Academy in Rome ID	0.011412899230292843
P2650	125	interested in	0.011059010882066707
P2750	124	Photographers’ Identities Catalog ID	0.010970538795010174
P8341	124	Dansk Biografisk Leksikon ID	0.010970538795010174
P3919	123	contributed to creative work	0.010882066707953641
P8980	122	KANTO ID	0.010793594620897106
P640	121	Léonore ID	0.010705122533840573
P1260	120	Swedish Open Cultural Heritage URI	0.01061665044678404
P737	120	influenced by	0.01061665044678404
P3630	119	Babelio author ID	0.010528178359727506
P6104	118	maintained by WikiProject	0.010439706272670973
P410	116	military rank	0.010262762098557905
P11152	115	Léonore Web ID	0.010174290011501372
P6520	115	Lokalhistoriewiki.no ID	0.010174290011501372
P8612	115	past Fellow of the Royal Society ID	0.010174290011501372
P2002	114	Twitter username	0.010085817924444837
P241	113	military branch	0.009997345837388304
P4619	112	National Library of Brazil ID	0.009908873750331771
P7666	112	Visuotinė lietuvių enciklopedija ID	0.009908873750331771
P8153	111	Accademia delle Scienze di Torino ID	0.009820401663275236
P8851	109	CONOR.SR ID	0.009643457489162168
P10861	108	Springer Nature person ID	0.009554985402105635
P4359	108	gravsted.dk ID	0.009554985402105635
P3365	107	Treccani ID	0.009466513315049102
P10141	106	Academy of Athens authority ID	0.009378041227992568
P1263	105	NNDB people ID	0.009289569140936035
P4012	104	Semantic Scholar author ID	0.009201097053879502
P10480	103	symogih.org ID	0.009112624966822967
P1819	103	genealogics.org person ID	0.009112624966822967
P2031	102	work period (start)	0.009024152879766434
P856	102	official website	0.009024152879766434
P7704	99	Europeana entity	0.008758736618596833
P9507	99	NBM authority ID	0.008758736618596833
P8081	97	WBIS ID	0.008581792444483765
P3280	96	BAnQ author ID	0.008493320357427232
P5034	95	National Library of Korea ID	0.008404848270370698
P8349	95	Proleksis enciklopedija ID	0.008404848270370698
P3829	93	Publons author ID	0.0082279040962576315
P7865	91	CoBiS author ID	0.008050959922144564
P8168	91	FactGrid item ID	0.008050959922144564
P53	90	family	0.007962487835088029
P6394	90	ELNET ID	0.007962487835088029
P8496	90	Archive Site Trinity College Cambridge ID	0.007962487835088029
P1899	89	LibriVox author ID	0.007874015748031496
P902	89	HDS ID	0.007874015748031496
P10219	88	CNSflora ID	0.007785543660974962
P3219	88	Encyclopædia Universalis ID	0.007785543660974962
P5380	88	National Academy of Sciences member ID	0.007785543660974962
P172	87	ethnic group	0.007697071573918429
P6812	86	AntWiki article ID	0.007608599486861895
P8094	86	GeneaStar person ID	0.007608599486861895
P4223	85	Treccani's Enciclopedia Italiana ID	0.007520127399805361
P1317	83	floruit	0.007343183225692294
P1890	83	CCAB ID	0.007343183225692294
P723	82	Digitale Bibliotheek voor de Nederlandse Letteren author ID	0.0072547111386357605
P1185	81	Rodovid ID	0.007166239051579227
P5731	81	Angelicum ID	0.007166239051579227
P7029	81	National Library of Russia ID	0.007166239051579227
P2032	79	work period (end)	0.00698929487746616
P4927	79	Invaluable.com person ID	0.00698929487746616
P9807	76	SNK ID	0.006723878616296558
P7842	75	Vienna History Wiki ID	0.006635406529240025
P8728	75	Nachlässe in Austria ID	0.006635406529240025
P8998	75	Magyar életrajzi lexikon ID	0.006635406529240025
P10242	74	Lur Encyclopedic Dictionary ID	0.006546934442183491
P2745	74	Dictionary of New Zealand Biography ID	0.006546934442183491
P4293	74	PM20 folder ID	0.006546934442183491
P651	74	Biografisch Portaal van Nederland ID	0.006546934442183491
P2268	73	Musée d'Orsay artist ID	0.006458462355126957
P7298	70	Auckland Museum ID	0.0061930460939573564
P2977	68	LBT person ID	0.0060161019198442895
P4854	68	Uppslagsverket Finland ID	0.0060161019198442895
P9495	67	National Historical Museums of Sweden ID	0.005927629832787756
P345	66	IMDb ID	0.005839157745731222
P2454	65	KNAW past member ID	0.005750685658674688
P8849	65	CONOR.BG ID	0.005750685658674688
P1801	63	plaque image	0.005573741484561621
P2966	63	National Library of Wales Authority ID	0.005573741484561621
P97	63	noble title	0.005573741484561621
P2843	62	Benezit ID	0.005485269397505087
P3051	62	Kindred Britain ID	0.005485269397505087
P6385	62	Krugosvet article	0.005485269397505087
P1225	61	U.S. National Archives Identifier	0.005396797310448553
P2450	61	Encyclopædia Britannica contributor ID	0.005396797310448553
P3973	61	PIM authority ID	0.005396797310448553
P8172	61	Sejm-Wielki.pl profile ID	0.005396797310448553
P1986	60	Treccani's Biographical Dictionary of Italian People ID	0.00530832522339202
P1430	59	Open Plaques subject ID	0.005219853136335486
P1670	58	Canadiana Authorities ID (former scheme)	0.005131381049278952
P1026	57	academic thesis	0.0050429089622224185
P6023	57	ResearchGate contributions ID	0.0050429089622224185
P641	57	sport	0.0050429089622224185
P9594	57	Bodleian Archives & Manuscripts person ID	0.0050429089622224185
P1599	56	Cambridge Alumni Database ID	0.0049544368751658855
P2963	56	Goodreads author ID	0.0049544368751658855
P9058	56	Fichier des personnes décédées ID (matchID)	0.0049544368751658855
P1473	55	BLPL author ID	0.004865964788109352
P9324	55	BiographySampo person ID	0.004865964788109352
P2180	54	Kansallisbiografia ID	0.004777492701052818
P5063	54	Interlingual Index ID	0.004777492701052818
P742	54	pseudonym	0.004777492701052818
P8116	54	Encyclopedia of Brno History person ID	0.004777492701052818
P3417	53	Quora topic ID	0.004689020613996284
P2868	52	subject has role	0.004600548526939751
P11514	51	Great Russian Encyclopedia portal ID	0.004512076439883217
P1814	51	name in kana	0.004512076439883217
P4459	51	Spanish Biographical Dictionary ID	0.004512076439883217
P6578	51	MutualArt artist ID	0.004512076439883217
P2798	50	Loop ID	0.004423604352826683
P3965	50	Bridgeman artist ID	0.004423604352826683
P4200	50	Christie's creator ID	0.004423604352826683
P9164	50	Svenska Institutet i Rom ID	0.004423604352826683
P5101	49	Swedish Literature Bank Author ID	0.004335132265770149
P6722	49	FemBio ID	0.004335132265770149
P3133	48	NSZL name authority ID	0.004246660178713616
P3956	48	National Academy of Medicine (France) member ID	0.004246660178713616
P951	48	NSZL (VIAF) ID	0.004246660178713616
P3325	47	student register of the University of Helsinki ID (1853–1899)	0.004158188091657082
P8750	47	Unione Romana Biblioteche Scientifiche ID	0.004158188091657082
P549	46	Mathematics Genealogy Project ID	0.004069716004600548
P611	46	religious order	0.004069716004600548
P1233	45	Internet Speculative Fiction Database author ID	0.0039812439175440145
P3360	44	Nobel Prize People Nomination ID	0.003892771830487481
P5739	44	Pontificia Università della Santa Croce ID	0.003892771830487481
P7831	44	NMVW ID	0.003892771830487481
P9247	44	Pontifical University of Salamanca ID	0.003892771830487481
P6634	43	LinkedIn personal profile ID	0.0038042997434309476
