props	n	id	perc
P6553	3	personal pronoun	2.65416261169601e-4
P6556	3	SICRIS researcher ID	2.65416261169601e-4
P6677	3	OpenEdition Books author ID	2.65416261169601e-4
P7028	3	National Library of Luxembourg ID	2.65416261169601e-4
P708	3	diocese	2.65416261169601e-4
P7128	3	Archives Directory for the History of Collecting in America ID	2.65416261169601e-4
P7140	3	München Wiki article ID	2.65416261169601e-4
P7314	3	TDV İslam Ansiklopedisi ID	2.65416261169601e-4
P7433	3	FantLab author ID	2.65416261169601e-4
P7445	3	Basis Wien person ID	2.65416261169601e-4
P7507	3	Ben Yehuda author ID	2.65416261169601e-4
P7543	3	ZSI author ID	2.65416261169601e-4
P767	3	contributor to the creative work or subject	2.65416261169601e-4
P7709	3	ScienceOpen author ID	2.65416261169601e-4
P7717	3	Vaare falne ID	2.65416261169601e-4
P7744	3	Mille Anni di Scienza in Italia ID	2.65416261169601e-4
P7918	3	Médias 19 ID	2.65416261169601e-4
P8385	3	IDU person ID	2.65416261169601e-4
P8408	3	KBpedia ID	2.65416261169601e-4
P8482	3	Český hudební slovník osob a institucí ID	2.65416261169601e-4
P8590	3	Jewish Encyclopedia ID	2.65416261169601e-4
P8713	3	Stadtwiki Dresden article	2.65416261169601e-4
P8783	3	AAGM person or institution ID	2.65416261169601e-4
P8848	3	CONOR.AL ID	2.65416261169601e-4
P8974	3	SAPA ID	2.65416261169601e-4
P8982	3	Pontificio Istituto di Archeologia Cristiana ID	2.65416261169601e-4
P9049	3	ICCD agent ID	2.65416261169601e-4
P9171	3	RILM ID	2.65416261169601e-4
P9222	3	bashenc.online ID	2.65416261169601e-4
P9248	3	EEVA author ID	2.65416261169601e-4
P9300	3	Terezín Memorial Database ID	2.65416261169601e-4
P9318	3	Ávvir topic ID	2.65416261169601e-4
P9430	3	Encyclopedia of Jewish Women ID	2.65416261169601e-4
P948	3	page banner	2.65416261169601e-4
P9522	3	Biblioteca di Santa Sabina ID	2.65416261169601e-4
P9564	3	Biographical Dictionary of Chinese Christianity ID	2.65416261169601e-4
P9621	3	Treccani's Enciclopedia della Matematica ID	2.65416261169601e-4
P9629	3	Armeniapedia ID	2.65416261169601e-4
P9778	3	Looted Cultural Assets Database ID	2.65416261169601e-4
P9791	3	ASEE person ID	2.65416261169601e-4
P10021	2	UAE University Libraries ID	1.7694417411306734e-4
P10252	2	Digital Mechanism and Gear Library ID	1.7694417411306734e-4
P10265	2	Senators of Spain (1834-1923) ID	1.7694417411306734e-4
P10399	2	St. Sergius Institute authority ID	1.7694417411306734e-4
P1047	2	Catholic Hierarchy person ID	1.7694417411306734e-4
P10632	2	OpenSanctions ID	1.7694417411306734e-4
P10849	2	Beamish peerage database person ID	1.7694417411306734e-4
P11014	2	Belarus in persons and events ID	1.7694417411306734e-4
P11029	2	BioNames author ID	1.7694417411306734e-4
P11271	2	African American Visual Artists Database ID	1.7694417411306734e-4
P1142	2	political ideology	1.7694417411306734e-4
P1157	2	US Congress Bio ID	1.7694417411306734e-4
P11769	2	Bohemian Lands MP ID	1.7694417411306734e-4
P11835	2	Numista ruling authority ID	1.7694417411306734e-4
P1255	2	HelveticArchives ID	1.7694417411306734e-4
P1307	2	Swiss parliament ID	1.7694417411306734e-4
P1321	2	place of origin (Switzerland)	1.7694417411306734e-4
P1325	2	external data available at URL	1.7694417411306734e-4
P1347	2	military casualty classification	1.7694417411306734e-4
P1385	2	Enciclopédia Açoriana ID	1.7694417411306734e-4
P1399	2	convicted of	1.7694417411306734e-4
P1448	2	official name	1.7694417411306734e-4
P1455	2	list of works	1.7694417411306734e-4
P1463	2	Post-Reformation Digital Library author ID	1.7694417411306734e-4
P1476	2	title	1.7694417411306734e-4
P1576	2	lifestyle	1.7694417411306734e-4
P1651	2	YouTube video ID	1.7694417411306734e-4
P1728	2	AllMusic artist ID	1.7694417411306734e-4
P1749	2	Parlement.com ID	1.7694417411306734e-4
P1766	2	place name sign	1.7694417411306734e-4
P1882	2	Web Gallery of Art ID	1.7694417411306734e-4
P1902	2	Spotify artist ID	1.7694417411306734e-4
P1908	2	CWGC person ID	1.7694417411306734e-4
P1988	2	Le Delarge artist ID	1.7694417411306734e-4
P2182	2	Finnish Ministers database ID	1.7694417411306734e-4
P2477	2	BDRC Resource ID	1.7694417411306734e-4
P2498	2	Catalan Biographical Dictionary of Women ID	1.7694417411306734e-4
P2638	2	TV.com ID	1.7694417411306734e-4
P2850	2	Apple Music artist ID (U.S. version)	1.7694417411306734e-4
P2953	2	Estonian Research Portal person ID	1.7694417411306734e-4
P3150	2	birthday	1.7694417411306734e-4
P3235	2	PhilPapers topic	1.7694417411306734e-4
P3258	2	LiveJournal ID	1.7694417411306734e-4
P3269	2	Fotografen.nl ID	1.7694417411306734e-4
P3448	2	stepparent	1.7694417411306734e-4
P3468	2	National Inventors Hall of Fame ID	1.7694417411306734e-4
P3560	2	College Football Data Warehouse ID	1.7694417411306734e-4
P3925	2	Track and Field Statistics male athlete ID	1.7694417411306734e-4
P3943	2	Tumblr username	1.7694417411306734e-4
P3960	2	Base biographique AUTOR ID	1.7694417411306734e-4
P3997	2	Bait La Zemer Ha-Ivri artist ID	1.7694417411306734e-4
P4026	2	Cullum number	1.7694417411306734e-4
P4112	2	danskfilmogtv person ID	1.7694417411306734e-4
P4124	2	Who's Who in France biography ID	1.7694417411306734e-4
P4177	2	Finnish National Gallery artist ID	1.7694417411306734e-4
P4438	2	BFI Films, TV and people ID	1.7694417411306734e-4
P4514	2	Africultures person ID	1.7694417411306734e-4
P4607	2	Swedish Musical Heritage ID	1.7694417411306734e-4
P4890	2	EPHE ID	1.7694417411306734e-4
P4997	2	National Governors Association biography URL	1.7694417411306734e-4
P5007	2	Behind The Voice Actors person ID	1.7694417411306734e-4
P5012	2	special rank	1.7694417411306734e-4
P5035	2	Lambiek Comiclopedia artist ID	1.7694417411306734e-4
P51	2	audio	1.7694417411306734e-4
P5247	2	Giant Bomb ID	1.7694417411306734e-4
P5418	2	Pasteur Institute person ID	1.7694417411306734e-4
P5450	2	Biographisches Archiv der Psychiatrie  ID	1.7694417411306734e-4
P5478	2	RPO poet ID	1.7694417411306734e-4
P5502	2	LRB contributor ID	1.7694417411306734e-4
P553	2	website account on	1.7694417411306734e-4
P5641	2	PRELIB person ID	1.7694417411306734e-4
P5645	2	Académie française award winner ID	1.7694417411306734e-4
P5745	2	Pacific Coast Architecture Database person ID	1.7694417411306734e-4
P5888	2	Arkivportalen archive ID	1.7694417411306734e-4
P5964	2	Norwegian Nationaltheatret actor ID	1.7694417411306734e-4
P61	2	discoverer or inventor	1.7694417411306734e-4
P6150	2	Academy Awards Database nominee ID	1.7694417411306734e-4
P6228	2	RegiowikiAT ID	1.7694417411306734e-4
P6235	2	Académie royale de Belgique member ID	1.7694417411306734e-4
P6282	2	French Academy of Sciences member ID	1.7694417411306734e-4
P6412	2	Gran Enciclopèdia de la Música ID	1.7694417411306734e-4
P6424	2	affiliation string	1.7694417411306734e-4
P6616	2	Library of Parliament of Canada person ID	1.7694417411306734e-4
P6784	2	Harper's author ID	1.7694417411306734e-4
P6828	2	Czech parliament ID	1.7694417411306734e-4
P6900	2	NicoNicoPedia ID	1.7694417411306734e-4
P7032	2	Repertorium van ambtsdragers en ambtenaren ID	1.7694417411306734e-4
P7068	2	Gotlands museum entity ID	1.7694417411306734e-4
P7084	2	related category	1.7694417411306734e-4
P7212	2	LyricsTranslate ID	1.7694417411306734e-4
P7332	2	NMM artist ID	1.7694417411306734e-4
P7449	2	NARCIS researcher ID	1.7694417411306734e-4
P7480	2	Brazilian federal deputy ID	1.7694417411306734e-4
P7520	2	Filmový přehled person ID	1.7694417411306734e-4
P7613	2	Biblioteche dei filosofi ID	1.7694417411306734e-4
P7614	2	Dictionary of Wisconsin History ID	1.7694417411306734e-4
P7697	2	Maine: An Encyclopedia ID	1.7694417411306734e-4
P7711	2	Joconde author ID	1.7694417411306734e-4
P7832	2	Basque Vikidia ID	1.7694417411306734e-4
P7928	2	BioLexSOE ID	1.7694417411306734e-4
P8067	2	Macdonald Dictionary ID	1.7694417411306734e-4
P8080	2	Ökumenisches Heiligenlexikon ID	1.7694417411306734e-4
P8195	2	ex-libris	1.7694417411306734e-4
P8290	2	Archivio Storico Ricordi person ID	1.7694417411306734e-4
P8292	2	AusStage person ID	1.7694417411306734e-4
P8544	2	Frauen in Bewegung 1848–1938 ID	1.7694417411306734e-4
P8581	2	Hrvatski biografski leksikon ID	1.7694417411306734e-4
P8608	2	Fatcat ID	1.7694417411306734e-4
P8705	2	Artist ID of the Department of Prints and Drawings of the Louvre	1.7694417411306734e-4
P8821	2	Memorial Book University of Vienna ID	1.7694417411306734e-4
P8861	2	FINA Wiki ID	1.7694417411306734e-4
P8945	2	Museo Galileo biography ID	1.7694417411306734e-4
P9001	2	Literary Encyclopedia ID	1.7694417411306734e-4
P9033	2	Archivo Histórico de diputados de España ID	1.7694417411306734e-4
P9036	2	I professori dell'Università di Pavia (1859-1961) ID	1.7694417411306734e-4
P91	2	sexual orientation	1.7694417411306734e-4
P9110	2	Le Lettere di Theodor Mommsen agli Italiani ID	1.7694417411306734e-4
P9117	2	BVFE author ID	1.7694417411306734e-4
P9139	2	first family name in Portuguese name	1.7694417411306734e-4
P9165	2	Lexikon Literatur in Tirol ID	1.7694417411306734e-4
P9169	2	Tree of Life contributor ID	1.7694417411306734e-4
P9287	2	Cyprus Bibliography ID	1.7694417411306734e-4
P9407	2	Polignosi ID	1.7694417411306734e-4
P9415	2	ÖCV Biolex ID	1.7694417411306734e-4
P9434	2	Proveana ID	1.7694417411306734e-4
P9463	2	MovieMeter person ID	1.7694417411306734e-4
P9556	2	LTit person ID	1.7694417411306734e-4
P9600	2	oral history at	1.7694417411306734e-4
P9682	2	Gutenberg Biographics ID	1.7694417411306734e-4
P9710	2	Lexikon Westfälischer Autorinnen und Autoren person ID	1.7694417411306734e-4
P9715	2	Room of Names ID	1.7694417411306734e-4
P9723	2	20th Century Chinese Biographical Database ID	1.7694417411306734e-4
P9885	2	Bing entity ID	1.7694417411306734e-4
P9890	2	Online Begraafplaatsen person ID	1.7694417411306734e-4
P10	1	video	8.847208705653367e-5
P1000	1	record held	8.847208705653367e-5
P10029	1	Women in the Legislature ID	8.847208705653367e-5
P10272	1	Archive ouverte UNIGE ID	8.847208705653367e-5
P1035	1	honorific suffix	8.847208705653367e-5
P10351	1	Turin University student ID	8.847208705653367e-5
P10372	1	Offizielle Deutsche Charts person ID	8.847208705653367e-5
P10376	1	ScienceDirect topic ID	8.847208705653367e-5
P10387	1	Databazeknih.cz author ID	8.847208705653367e-5
P1039	1	kinship to subject	8.847208705653367e-5
P10404	1	LMHL author ID	8.847208705653367e-5
P10466	1	CNKI author ID	8.847208705653367e-5
P105	1	taxon rank	8.847208705653367e-5
P10518	1	ICCROM authority ID	8.847208705653367e-5
P10704	1	Biographical Memoirs of Fellows of the Royal Society ID	8.847208705653367e-5
P10707	1	AccessScience ID	8.847208705653367e-5
P10844	1	Teresianum authority ID	8.847208705653367e-5
P10887	1	Base Budé person ID	8.847208705653367e-5
P10897	1	ORKG ID	8.847208705653367e-5
P10902	1	FirstCycling rider ID	8.847208705653367e-5
P10925	1	Galleria Recta artist ID	8.847208705653367e-5
P10951	1	Modstand person ID	8.847208705653367e-5
P11003	1	Scinapse author ID	8.847208705653367e-5
P11042	1	Kloster- und Ordenslexikon ID	8.847208705653367e-5
P11120	1	Rai Teche person ID	8.847208705653367e-5
P11128	1	SA Parliament member ID	8.847208705653367e-5
P11281	1	Biographical Dictionary of the Australian Senate ID	8.847208705653367e-5
P11621	1	Hungarian National Namespace person ID (new)	8.847208705653367e-5
P11683	1	Ivi person ID	8.847208705653367e-5
P11828	1	Marsilio Editori author ID	8.847208705653367e-5
P1276	1	Dictionnaire du Jura ID	8.847208705653367e-5
P1283	1	filmography	8.847208705653367e-5
P1285	1	Munzinger Sport number	8.847208705653367e-5
P1289	1	Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur ID	8.847208705653367e-5
P1290	1	godparent	8.847208705653367e-5
P1331	1	PACE member ID	8.847208705653367e-5
P1340	1	eye color	8.847208705653367e-5
P1362	1	Theaterlexikon der Schweiz ID	8.847208705653367e-5
P1365	1	replaces	8.847208705653367e-5
P1424	1	topic's main template	8.847208705653367e-5
P1438	1	Jewish Encyclopedia ID (Russian)	8.847208705653367e-5
P1451	1	motto text	8.847208705653367e-5
P1565	1	Enciclopedia de la Literatura en México ID	8.847208705653367e-5
P159	1	headquarters location	8.847208705653367e-5
P1595	1	charge	8.847208705653367e-5
P1598	1	consecrator	8.847208705653367e-5
P1601	1	Esperantist ID	8.847208705653367e-5
P1631	1	China Vitae person ID	8.847208705653367e-5
P171	1	parent taxon	8.847208705653367e-5
P1712	1	Metacritic ID	8.847208705653367e-5
P1714	1	Journalisted ID	8.847208705653367e-5
P1782	1	courtesy name	8.847208705653367e-5
P1808	1	senat.fr ID	8.847208705653367e-5
P1842	1	Global Anabaptist Mennonite Encyclopedia Online ID	8.847208705653367e-5
P1884	1	hair color	8.847208705653367e-5
P1935	1	Database of Classical Scholars ID	8.847208705653367e-5
P195	1	collection	8.847208705653367e-5
P1979	1	Righteous Among The Nations ID	8.847208705653367e-5
P2011	1	Cooper-Hewitt person ID	8.847208705653367e-5
P2020	1	WorldFootball.net player ID	8.847208705653367e-5
P2028	1	United States Armed Forces service number	8.847208705653367e-5
P2067	1	mass	8.847208705653367e-5
P2080	1	AcademiaNet ID	8.847208705653367e-5
P2089	1	Library of Congress JukeBox ID (former scheme)	8.847208705653367e-5
P2091	1	World Rowing ID	8.847208705653367e-5
P2093	1	author name string	8.847208705653367e-5
P217	1	inventory number	8.847208705653367e-5
P225	1	taxon name	8.847208705653367e-5
P2323	1	Swedish Olympic Committee athlete ID	8.847208705653367e-5
P2348	1	time period	8.847208705653367e-5
P2354	1	has list	8.847208705653367e-5
P2373	1	Genius artist ID	8.847208705653367e-5
P2390	1	Ballotpedia ID	8.847208705653367e-5
P2418	1	Structurae person ID	8.847208705653367e-5
P242	1	locator map image	8.847208705653367e-5
P2432	1	J. Paul Getty Museum artist ID	8.847208705653367e-5
P2435	1	PORT person ID	8.847208705653367e-5
P2469	1	Theatricalia person ID	8.847208705653367e-5
P2470	1	Talouselämän vaikuttajat ID	8.847208705653367e-5
P2519	1	Scope.dk person ID	8.847208705653367e-5
P2541	1	operating area	8.847208705653367e-5
P2574	1	National-Football-Teams.com player ID	8.847208705653367e-5
P2716	1	collage image	8.847208705653367e-5
P2914	1	MSBI person ID	8.847208705653367e-5
P2959	1	permanent duplicated item	8.847208705653367e-5
P2973	1	Spenserians person ID	8.847208705653367e-5
P2976	1	patronym or matronym for this name	8.847208705653367e-5
P3021	1	Iranica ID	8.847208705653367e-5
P3136	1	elCinema person ID	8.847208705653367e-5
P3144	1	elFilm person ID	8.847208705653367e-5
P3171	1	Olympic.org athlete ID (archived)	8.847208705653367e-5
P3185	1	VK ID	8.847208705653367e-5
P3192	1	Last.fm ID	8.847208705653367e-5
P3226	1	HAS member ID	8.847208705653367e-5
P3232	1	PhilPapers author ID	8.847208705653367e-5
P3307	1	Galiciana authority ID	8.847208705653367e-5
P3361	1	PictoRight ID code	8.847208705653367e-5
P3390	1	NLB authority ID	8.847208705653367e-5
P3421	1	Belvedere artist ID	8.847208705653367e-5
P3478	1	Songkick artist ID	8.847208705653367e-5
P3553	1	Zhihu topic ID	8.847208705653367e-5
P3599	1	archival creator authority record at the Archives nationales	8.847208705653367e-5
P3645	1	All Blacks player ID	8.847208705653367e-5
P3694	1	SpeedSkatingNews.info speed skater ID	8.847208705653367e-5
P3726	1	EU-Football.info player ID	8.847208705653367e-5
P3827	1	JSTOR topic ID	8.847208705653367e-5
P3828	1	wears	8.847208705653367e-5
P3885	1	History of Modern Biomedicine ID	8.847208705653367e-5
P3913	1	MobyGames developer ID	8.847208705653367e-5
P3935	1	Chamber of Deputies of Italy storia ID	8.847208705653367e-5
P3936	1	NFF person ID	8.847208705653367e-5
P4004	1	escutcheon image	8.847208705653367e-5
P4008	1	Early Aviators people ID	8.847208705653367e-5
P4015	1	Vimeo ID	8.847208705653367e-5
P4016	1	SlideShare username	8.847208705653367e-5
P4084	1	MyAnimeList people ID	8.847208705653367e-5
P41	1	flag image	8.847208705653367e-5
P4101	1	dissertation submitted to	8.847208705653367e-5
P412	1	voice type	8.847208705653367e-5
P4138	1	Treasury of Lives ID	8.847208705653367e-5
P4185	1	iconographic symbol	8.847208705653367e-5
P4193	1	Familypedia person ID	8.847208705653367e-5
P4215	1	nLab ID	8.847208705653367e-5
P427	1	taxonomic type	8.847208705653367e-5
P4357	1	Musikverket person ID	8.847208705653367e-5
P4361	1	ExecutedToday ID	8.847208705653367e-5
P4369	1	Cairn author ID	8.847208705653367e-5
P4389	1	Science Museum people ID	8.847208705653367e-5
P4411	1	Quora username	8.847208705653367e-5
P4422	1	U.S. Ski and Snowboard Hall of Fame athlete ID	8.847208705653367e-5
P4426	1	Y-DNA Haplogroup	8.847208705653367e-5
P4450	1	HAL author ID	8.847208705653367e-5
P4551	1	Everyone Remembered ID	8.847208705653367e-5
P4585	1	Accademia della Crusca ID	8.847208705653367e-5
P4601	1	Lives of WWI ID	8.847208705653367e-5
P4660	1	CPDOC ID	8.847208705653367e-5
P4687	1	Dictionnaire des peintres belges ID	8.847208705653367e-5
P4694	1	Arquivo Arq ID	8.847208705653367e-5
P4787	1	NII author ID	8.847208705653367e-5
P488	1	chairperson	8.847208705653367e-5
P4887	1	Web umenia creator ID	8.847208705653367e-5
P4944	1	Premiers préfets ID	8.847208705653367e-5
P4948	1	DDB ID	8.847208705653367e-5
P4992	1	DBA ID	8.847208705653367e-5
P5055	1	IRMNG ID	8.847208705653367e-5
P5068	1	Flanders Arts Institute person ID	8.847208705653367e-5
P5184	1	Daum Encyclopedia ID	8.847208705653367e-5
P5212	1	Armenian National Academy of Sciences ID	8.847208705653367e-5
P5303	1	DLCM ID	8.847208705653367e-5
P5340	1	American Film Institute person ID	8.847208705653367e-5
P5341	1	Poetry Foundation ID	8.847208705653367e-5
P5365	1	Internet Book Database of Fiction writer ID	8.847208705653367e-5
P5372	1	Dictionnaire critique des historiens de l'art ID	8.847208705653367e-5
P5408	1	Fantastic Fiction author ID	8.847208705653367e-5
P5414	1	The Paris Review interviewee ID	8.847208705653367e-5
P5459	1	RHE doctor ID	8.847208705653367e-5
P5465	1	Australian Poetry Library poet ID	8.847208705653367e-5
P547	1	commemorates	8.847208705653367e-5
P5470	1	Scottish Poetry Library poet ID	8.847208705653367e-5
P5492	1	EDIT16 catalogue author ID	8.847208705653367e-5
P5496	1	Médicos históricos doctor ID	8.847208705653367e-5
P5513	1	Enciclopèdia de l'Esport Català ID	8.847208705653367e-5
P5527	1	Academia Brasileira de Letras ID	8.847208705653367e-5
P5528	1	Belgian Heritage in Brazil ID	8.847208705653367e-5
P5532	1	Infocentre littéraire des écrivains ID	8.847208705653367e-5
P5534	1	Open Media Database person ID	8.847208705653367e-5
P5631	1	Canal Académies ID	8.847208705653367e-5
P5640	1	Read NZ Te Pou Muramura writer ID	8.847208705653367e-5
P5756	1	ABMC person ID	8.847208705653367e-5
P5796	1	Internet Game Database person ID	8.847208705653367e-5
P5801	1	Academia.edu topic ID	8.847208705653367e-5
P5815	1	Olympics.com athlete ID	8.847208705653367e-5
P5878	1	Taxonomic Literature 2 number	8.847208705653367e-5
P5952	1	Annuaire de la magistrature ID	8.847208705653367e-5
P5981	1	Encyclopedia Virginia ID	8.847208705653367e-5
P6016	1	Tennessee Encyclopedia ID	8.847208705653367e-5
P6077	1	British Museum bioID	8.847208705653367e-5
P6081	1	RIA Novosti reference	8.847208705653367e-5
P6199	1	member of the Portuguese parliament ID	8.847208705653367e-5
P6223	1	L'Encyclopédie philosophique ID	8.847208705653367e-5
P6251	1	catchphrase	8.847208705653367e-5
P6283	1	MNopedia ID	8.847208705653367e-5
P6302	1	Dictionnaire de spiritualité ID	8.847208705653367e-5
P6325	1	Critique d'art ID	8.847208705653367e-5
P6351	1	Genius artist numeric ID	8.847208705653367e-5
P6375	1	street address	8.847208705653367e-5
P6582	1	Dutch Instrument Makers ID	8.847208705653367e-5
P66	1	ancestral home	8.847208705653367e-5
P6637	1	AWARE ID	8.847208705653367e-5
P664	1	organizer	8.847208705653367e-5
P6667	1	MARGS ID	8.847208705653367e-5
P6723	1	BlackPast.org ID	8.847208705653367e-5
P6746	1	Paměť národa ID	8.847208705653367e-5
P6752	1	RGALI ID	8.847208705653367e-5
P6839	1	TV Tropes ID	8.847208705653367e-5
P6925	1	Musicalics composer ID	8.847208705653367e-5
P6973	1	Personnel de l'administration préfectorale ID	8.847208705653367e-5
P6984	1	Rupa Publications author ID	8.847208705653367e-5
P7052	1	Jaxsta profile ID	8.847208705653367e-5
P710	1	participant	8.847208705653367e-5
P7157	1	The Top Tens ID	8.847208705653367e-5
P7237	1	China Engineering Expert Tank ID	8.847208705653367e-5
P746	1	date of disappearance	8.847208705653367e-5
P747	1	has edition or translation	8.847208705653367e-5
P7498	1	Women Film Pioneers ID	8.847208705653367e-5
P7506	1	Naver Encyclopedia ID	8.847208705653367e-5
P7512	1	startrek.com Database ID	8.847208705653367e-5
P7545	1	askArt person ID	8.847208705653367e-5
P7619	1	The Cardinals of the Holy Roman Church ID	8.847208705653367e-5
P7638	1	OverDrive creator ID	8.847208705653367e-5
P7644	1	Encyclopedia of Cleveland History ID	8.847208705653367e-5
P7646	1	IISG ID	8.847208705653367e-5
P7655	1	Speiderhistorisk leksikon ID	8.847208705653367e-5
P7690	1	South Carolina Encyclopedia ID	8.847208705653367e-5
P7692	1	Utah History Encyclopedia ID	8.847208705653367e-5
P7698	1	Musée de la Résistance ID	8.847208705653367e-5
P7723	1	The Encyclopedia of Oklahoma History and Culture ID	8.847208705653367e-5
P7738	1	EEPS ID	8.847208705653367e-5
P7800	1	bauhaus.community ID	8.847208705653367e-5
P7822	1	Italian Vikidia ID	8.847208705653367e-5
P7836	1	Livelib.ru person ID	8.847208705653367e-5
P7846	1	Beta maṣāḥǝft ID	8.847208705653367e-5
P7874	1	EFIS person ID	8.847208705653367e-5
P7952	1	The First Amendment Encyclopedia ID	8.847208705653367e-5
P7962	1	Dictionnaire des femmes de l’ancienne France ID	8.847208705653367e-5
P7972	1	CVR person ID	8.847208705653367e-5
P8037	1	Filmfront person ID	8.847208705653367e-5
P8079	1	elibrary.ru person ID	8.847208705653367e-5
P8143	1	SAR ancestor ID	8.847208705653367e-5
P8207	1	The Conversation author ID	8.847208705653367e-5
P8235	1	LiederNet composer ID	8.847208705653367e-5
P8248	1	Colon Classification	8.847208705653367e-5
P8309	1	Yle topic ID	8.847208705653367e-5
P8336	1	MNBAQ artist ID	8.847208705653367e-5
P8372	1	Web of Science ID (work)	8.847208705653367e-5
P8382	1	Finales Rugby ID	8.847208705653367e-5
P8413	1	academic appointment	8.847208705653367e-5
P8418	1	Oberwolfach mathematician ID	8.847208705653367e-5
P8441	1	Cistercian Biography Online ID	8.847208705653367e-5
P846	1	GBIF taxon ID	8.847208705653367e-5
P850	1	WoRMS-ID for taxa	8.847208705653367e-5
P8509	1	Dizionario Biografico dei Protestanti in Italia ID	8.847208705653367e-5
P8520	1	TCLF ID	8.847208705653367e-5
P8568	1	Jewish Virtual Library ID	8.847208705653367e-5
P8578	1	TracesOfWar person ID	8.847208705653367e-5
P858	1	ESPNscrum player ID	8.847208705653367e-5
P859	1	sponsor	8.847208705653367e-5
P8643	1	Dostoyevsky and His Entourage ID	8.847208705653367e-5
P865	1	BMLO ID	8.847208705653367e-5
P8686	1	Biographical Dictionary of Fourierism ID	8.847208705653367e-5
P8749	1	Dictionary of Portuguese Historians ID	8.847208705653367e-5
P8788	1	Dignity Memorial obituary ID	8.847208705653367e-5
P8852	1	facial hair	8.847208705653367e-5
P8871	1	Southwest Harbor Public Library item ID	8.847208705653367e-5
P888	1	JSTOR article ID	8.847208705653367e-5
P8880	1	AstroGen ID	8.847208705653367e-5
P8885	1	Namuwiki ID	8.847208705653367e-5
P8895	1	All the Tropes ID	8.847208705653367e-5
P8935	1	Encyclopedia of the History of Ukraine ID	8.847208705653367e-5
P8985	1	Dizionario bio-bibliografico dei bibliotecari italiani del XX secolo ID	8.847208705653367e-5
P8990	1	World Rowing UUID	8.847208705653367e-5
P8992	1	1914-1918-Online ID	8.847208705653367e-5
P8995	1	Lumières.Lausanne ID	8.847208705653367e-5
P9000	1	World History Encyclopedia ID	8.847208705653367e-5
P9013	1	Encyclopedia of Saami Culture ID	8.847208705653367e-5
P9029	1	Viceversa Letteratura author ID	8.847208705653367e-5
P9048	1	Biographical Archive of Psychiatry ID	8.847208705653367e-5
P9053	1	Projecto Vercial author ID	8.847208705653367e-5
P9087	1	Econlib person ID	8.847208705653367e-5
P9105	1	Dictionnaire des journalistes ID	8.847208705653367e-5
P9123	1	Catalan Vikidia ID	8.847208705653367e-5
P9124	1	Russian Vikidia ID	8.847208705653367e-5
P9199	1	Protagonisti della storia delle scienze della mente ID	8.847208705653367e-5
P9213	1	Swedish Literature Bank place ID	8.847208705653367e-5
P9307	1	Fancyclopedia 3 ID	8.847208705653367e-5
P9331	1	Storiaememoriadibologna ID	8.847208705653367e-5
P9337	1	Keratsini-Drapetsona libraries' catalogue authority ID	8.847208705653367e-5
P9455	1	Biographia Benedictina ID	8.847208705653367e-5
P9458	1	Russians of Latvia ID	8.847208705653367e-5
P9466	1	Gyldendals Teaterleksikon ID	8.847208705653367e-5
P9482	1	Catalogue of the General State Archives ID	8.847208705653367e-5
P9511	1	am.hayazg.info ID	8.847208705653367e-5
P9541	1	MacArthur Fellows Program ID	8.847208705653367e-5
P9545	1	Encyclopedia of China (Second Edition) ID	8.847208705653367e-5
P9575	1	Australian Music Centre artist ID	8.847208705653367e-5
P9585	1	Lexikon der österreichischen Provenienzforschung ID	8.847208705653367e-5
P9619	1	Price One Penny author ID	8.847208705653367e-5
P9651	1	Book Owners Online person ID	8.847208705653367e-5
P9686	1	Classical Archives composer ID	8.847208705653367e-5
P9695	1	Legie 100 legionary ID	8.847208705653367e-5
P9713	1	Swedish National Archive agent ID	8.847208705653367e-5
P972	1	catalog	8.847208705653367e-5
P9743	1	Podchaser creator ID	8.847208705653367e-5
P9765	1	Great Ukrainian Encyclopedia Online ID	8.847208705653367e-5
P9786	1	Joods Biografisch Woordenboek ID	8.847208705653367e-5
P9795	1	ARPI author ID	8.847208705653367e-5
P9863	1	Gujarati Vishwakosh entry	8.847208705653367e-5
P9913	1	FLORE author ID	8.847208705653367e-5
P9914	1	USiena air author ID	8.847208705653367e-5
P9919	1	Convict Records of Australia ID	8.847208705653367e-5
P9944	1	Database of Czech Amateur Theater person ID	8.847208705653367e-5
P9952	1	Gente di Tuscia ID	8.847208705653367e-5
P9965	1	Musik-Sammler.de artist ID	8.847208705653367e-5
P998	1	Curlie ID	8.847208705653367e-5
P9995	1	MYmovies person ID	8.847208705653367e-5
